filename,completefilepath,fileextension,created_date_utc,lastmodified_date,filesize,confidentiality_score
meeting_agenda.docx,C:\Users\TeamLeads\Agendas\meeting_agenda.docx,docx,14-10-2023 11:30,14-10-2023 11:30,610KB,0.33
project_status.pdf,/home/user/Projects/StatusReports/project_status.pdf,pdf,15-10-2023 19:30,15-10-2023 19:30,1.3MB,0.38
task_list.txt,C:\Users\ProjectManagers\TaskList\task_list.txt,txt,16-10-2023 14:45,16-10-2023 14:45,70KB,0.3
action_items.docx,/Users/user/Meetings/ActionItems/action_items.docx,docx,17-10-2023 10:00,17-10-2023 10:00,800KB,0.36
bug_report.txt,C:\Users\QA_Team\BugReports\bug_report.txt,txt,18-10-2023 17:15,18-10-2023 17:15,90KB,0.26
test_cases.xlsx,/home/user/QA/TestCases/test_cases.xlsx,xlsx,19-10-2023 12:30,19-10-2023 12:30,1.6MB,0.31
release_notes.txt,C:\Users\DevTeam\ReleaseNotes\release_notes.txt,txt,20-10-2023 09:45,20-10-2023 09:45,100KB,0.23
code_doc.docx,/home/user/DevDocs/code_doc.docx,docx,21-10-2023 15:00,21-10-2023 15:00,1.2MB,0.28
api_specs.pdf,C:\Users\Developers\APISpecs\api_specs.pdf,pdf,22-10-2023 11:00,22-10-2023 11:00,1.4MB,0.33
system_architecture.vsd,/home/user/SystemDesign/Architecture/system_architecture.vsd,vsd,23-10-2023 18:30,23-10-2023 18:30,2.2MB,0.38
network.png,C:\Users\IT_Department\NetworkDiagrams\network.png,png,24-10-2023 14:00,24-10-2023 14:00,600KB,0.3
server_inventory_file.csv,/home/user/IT_Assets/ServerInventory/server_inventory_file.csv,csv,25-10-2023 09:15,25-10-2023 09:15,2MB,0.43
software_licenses_list.xlsx,C:\Users\LicenseAdmin\SoftwareLicenses\software_licenses_list.xlsx,xlsx,26-10-2023 16:45,26-10-2023 16:45,2.9MB,0.48
vendor_contracts_list.pdf,/home/user/Legal/Contracts/vendor_contracts_list.pdf,pdf,27-10-2023 12:00,27-10-2023 12:00,1.7MB,0.53
supplier_agreements_doc.docx,C:\Users\Procurement\Agreements\supplier_agreements_doc.docx,docx,28-10-2023 19:15,28-10-2023 19:15,1.3MB,0.5
purchase_orders.xlsx,/home/user/Finance/PurchaseOrders/purchase_orders.xlsx,xlsx,29-10-2023 10:30,29-10-2023 10:30,3.2MB,0.46
invoices.pdf,C:\Users\AccountsPayable\Invoices\invoices.pdf,pdf,30-10-2023 15:45,30-10-2023 15:45,1.8MB,0.43
expense_reports.xlsx,/home/user/Finance/ExpenseReports/expense_reports.xlsx,xlsx,31-10-2023 11:00,31-10-2023 11:00,2.3MB,0.4
travel_policy.pdf,C:\Users\HR_Policies\TravelPolicy\travel_policy.pdf,pdf,01-11-2023 18:00,01-11-2023 18:00,1.5MB,0.36
employee_handbook.docx,/home/user/HR/EmployeeHandbook/employee_handbook.docx,docx,02-11-2023 13:15,02-11-2023 13:15,2.1MB,0.33
aadhaar_card_2024.pdf,C:\Users\user\Documents\GovtIDs\aadhaar_card_2024.pdf,pdf,2024-01-15 11:00:00,2024-01-15 11:00:00,650KB,0.86
my_pan_card_image.jpeg,/Users/Shared/Scans/my_pan_card_image.jpeg,jpeg,2023-12-20 15:30:00,2023-12-20 15:30:00,320KB,0.82
indian_passport_copy.docx,/home/user/Documents/PersonalDocs/indian_passport_copy.docx,docx,2024-02-01 10:15:00,2024-02-01 10:15:00,850KB,0.78
voterid_card_front_2023.pdf,C:\Users\user\Desktop\Scans\voterid_card_front_2023.pdf,pdf,2023-11-28 19:00:00,2023-11-28 19:00:00,580KB,0.84
drivers_license_india_back.jpeg,/Users/user/Documents/License/drivers_license_india_back.jpeg,jpeg,2024-03-05 09:45:00,2024-03-05 09:45:00,290KB,0.79
birth_certificate_original_scan.docx,/home/user/Documents/BirthCert/birth_certificate_original_scan.docx,docx,2024-01-22 14:00:00,2024-01-22 14:00:00,920KB,0.75
marriage_certificate_copy_2022.pdf,C:\Users\user\Documents\Family\marriage_certificate_copy_2022.pdf,pdf,2023-12-10 20:30:00,2023-12-10 20:30:00,610KB,0.77
property_deed_land_abc.pdf,/Users/Shared/PropertyDocs/property_deed_land_abc.pdf,pdf,2024-02-15 12:30:00,2024-02-15 12:30:00,1000KB,0.83
investment_portfolio_q4_summary.xlsx,C:\Users\user\Documents\Investments\investment_portfolio_q4_summary.xlsx,xlsx,2024-03-10 16:45:00,2024-03-10 16:45:00,2.5MB,0.88
tax_form_2023_w2_employee.pdf,/home/user/Documents/TaxDocs/tax_form_2023_w2_employee.pdf,pdf,2024-01-05 08:00:00,2024-01-05 08:00:00,1.7MB,0.91
tax_form_1099misc_freelance.pdf,C:\Users\user\Documents\Tax/1099s/tax_form_1099misc_freelance.pdf,pdf,2023-12-25 11:15:00,2023-12-25 11:15:00,1.4MB,0.89
invoice_2024001_clientx.pdf,/Users/user/Documents/Invoices/2024/invoice_2024001_clientx.pdf,pdf,2024-02-20 19:30:00,2024-02-20 19:30:00,750KB,0.68
receipt_amazon_order_123.jpeg,C:\Users\user\Downloads\Receipts\receipt_amazon_order_123.jpeg,jpeg,2024-03-15 21:00:00,2024-03-15 21:00:00,230KB,0.18
monthly_budget_december_2023.xlsx,/home/user/Documents/Finance/Budgets/monthly_budget_december_2023.xlsx,xlsx,2023-12-01 14:30:00,2023-12-01 14:30:00,1.2MB,0.48
python_script_v2_project_x.py,C:\Users\user\Documents\CodeProjects\ProjectX\python_script_v2_project_x.py,py,2024-01-10 18:00:00,2024-01-10 18:00:00,70KB,0.41
javascript_functions_lib.js,/Users/user/WebDev/js_libs/javascript_functions_lib.js,js,2023-12-05 09:30:00,2023-12-05 09:30:00,50KB,0.38
csharp_class_helpers.dll,C:\Users\user\Documents\DevLibs\CSharp\csharp_class_helpers.dll,dll,2024-02-25 20:30:00,2024-02-25 20:30:00,550KB,0.45
html_email_template_v2.html,/home/user/WebTemplates/EmailTemplates/html_email_template_v2.html,html,2023-11-30 13:00:00,2023-11-30 13:00:00,35KB,0.31
css_main_stylesheet_v3.css,C:\Users\user\Documents\WebStyles\CSS\css_main_stylesheet_v3.css,css,2024-03-20 16:15:00,2024-03-20 16:15:00,30KB,0.28
config_app_settings_v1.yml,/etc/app/config_v1/config_app_settings_v1.yml,yml,2023-12-15 12:00:00,2023-12-15 12:00:00,15KB,0.55
database_schema_v3_prod.sql,C:\backups\ProductionDB\database_schema_v3_prod.sql,sql,2024-01-01 19:00:00,2024-01-01 19:00:00,80MB,0.97
website_backup_images_v2.zip,/var/backups/WebsiteBackups/website_backup_images_v2.zip,zip,2023-11-25 23:00:00,2023-11-25 23:00:00,130MB,0.90
email_backup_2023_archive.pst,C:\Users\user\Outlook Files\Archives\email_backup_2023_archive.pst,pst,2024-02-10 16:00:00,2024-02-10 16:00:00,300MB,0.80
browser_bookmarks_chrome.json,/Users/user/Library/Application Support/Chrome/browser_bookmarks_chrome.json,json,2023-12-30 20:00:00,2023-12-30 20:00:00,30MB,0.70
chat_history_whatsapp_group.txt,/home/user/.purple/logs/WhatsApp/chat_history_whatsapp_group.txt,txt,2024-01-28 22:00:00,2024-01-28 22:00:00,20MB,0.64
contacts_work_vcard_export.vcf,C:\Users\user\Contacts\WorkContacts\contacts_work_vcard_export.vcf,vcf,2023-11-20 14:00:00,2023-11-20 14:00:00,700KB,0.74
calendar_events_meeting_schedule.ics,/Users/user/Calendar/MeetingSchedule/calendar_events_meeting_schedule.ics,ics,2024-03-01 10:00:00,2024-03-01 10:00:00,250KB,0.60
notes_app_data_backup_v2.db,/home/user/.config/notesapp/backups/notes_app_data_backup_v2.db,db,2023-12-08 17:00:00,2023-12-08 17:00:00,15MB,0.68
project_proposal_final_v1.docx,C:\Users\user\Documents\ProjectProposals\project_proposal_final_v1.docx,docx,2024-02-05 12:00:00,2024-02-05 12:00:00,750KB,0.47
meeting_minutes_20240125.txt,/Users/user/Meetings/2024/January/meeting_minutes_20240125.txt,txt,2024-01-25 15:00:00,2024-01-25 15:00:00,40KB,0.40
presentation_deck_marketing_q1.pptx,/home/user/Presentations/Marketing/Q1/presentation_deck_marketing_q1.pptx,pptx,2024-03-25 18:30:00,2024-03-25 18:30:00,5MB,0.44
image_archive_holiday_pics.zip,C:\Users\user\Pictures\Holiday2023\image_archive_holiday_pics.zip,zip,2023-12-18 11:00:00,2023-12-18 11:00:00,200MB,0.35
video_collection_family_events.mp4,/Users/user/Videos/Family/video_collection_family_events.mp4,mp4,2024-02-28 13:45:00,2024-02-28 13:45:00,700MB,0.30
music_playlist_workout_mix.mp3,/home/user/Music/Playlists/Workout/music_playlist_workout_mix.mp3,mp3,2024-01-12 20:15:00,2024-01-12 20:15:00,1000MB,0.24
software_installer_v3_setup.exe,C:\Users\user\Downloads\Installers\software_installer_v3_setup.exe,exe,2024-03-02 12:45:00,2024-03-02 12:45:00,35MB,0.20
game_installer_mac_v2.dmg,/Users/user/Downloads/GameInstallers/game_installer_mac_v2.dmg,dmg,2023-11-15 16:30:00,2023-11-15 16:30:00,400MB,0.14
driver_package_network_adapters.zip,/home/user/Downloads/Drivers/Network/driver_package_network_adapters.zip,zip,2024-02-22 09:00:00,2024-02-22 09:00:00,90MB,0.10
readme_project_xyz_v2.txt,C:\Users\user\Documents\ProjectXYZ\readme_project_xyz_v2.txt,txt,2023-12-01 12:00:00,2023-12-01 12:00:00,30KB,0.17
license_agreement_software_abc.txt,/Users/user/Documents/SoftwareABC/License/license_agreement_software_abc.txt,txt,2024-03-18 15:15:00,2024-03-18 15:15:00,15KB,0.12
changelog_v1_3_0_detailed.md,/home/user/Code/ProjectZ/Changelogs/changelog_v1_3_0_detailed.md,md,2024-01-18 17:00:00,2024-01-18 17:00:00,20KB,0.23
todo_list_work_tasks_v2.txt,C:\Users\user\Desktop\Work\todo_list_work_tasks_v2.txt,txt,2023-11-22 09:30:00,2023-11-22 09:30:00,7KB,0.28
shopping_list_groceries_online.txt,/Users/user/Documents/ShoppingLists/Online/shopping_list_groceries_online.txt,txt,2024-02-01 12:45:00,2024-02-01 12:45:00,5KB,0.21
grocery_items_list_weekly.txt,/home/user/Notes/GroceryLists/grocery_items_list_weekly.txt,txt,2023-12-28 16:00:00,2023-12-28 16:00:00,4KB,0.15
weekly_report_template_sales_v3.docx,C:\Users\user\Documents\Templates\ReportTemplates\weekly_report_template_sales_v3.docx,docx,2024-03-12 19:00:00,2024-03-12 19:00:00,500KB,0.33
invoice_template_service_proforma.xlsx,/Users/user/Documents/Templates/InvoiceTemplates/invoice_template_service_proforma.xlsx,xlsx,2023-11-29 20:30:00,2023-11-29 20:30:00,700KB,0.38
budget_planner_2024_personal.xlsx,/home/user/Documents/Finance/PersonalFinance/budget_planner_2024_personal.xlsx,xlsx,2024-02-18 11:30:00,2024-02-18 11:30:00,1.1MB,0.43
personal_photo_profile_linkedin.jpeg,C:\Users\user\Pictures\ProfilePics\personal_photo_profile_linkedin.jpeg,jpeg,2023-12-03 15:00:00,2023-12-03 15:00:00,4MB,0.28
family_video_christmas_2023.mp4,/Users/user/Videos/FamilyVideos/Christmas2023/family_video_christmas_2023.mp4,mp4,2024-03-08 17:30:00,2024-03-08 17:30:00,800MB,0.23
favorite_song_acoustic_version.mp3,/home/user/Music/Favorites/Acoustic/favorite_song_acoustic_version.mp3,mp3,2024-01-20 21:45:00,2024-01-20 21:45:00,7MB,0.18
system_config_backup_20240315.zip,C:\Windows\System32\config\Backups\system_config_backup_20240315.zip,zip,2024-03-15 09:00:00,2024-03-15 09:00:00,140MB,0.72
registry_backup_monthly_202402.reg,/var/backups/RegistryBackups/registry_backup_monthly_202402.reg,reg,2024-02-08 11:00:00,2024-02-08 11:00:00,100MB,0.67
boot_log_last_boot.txt,/var/log/bootlogs/boot_log_last_boot.txt,txt,2024-03-03 13:30:00,2024-03-03 13:30:00,3MB,0.33
kernel_log_errors_only.log,C:\Windows\Logs\KernelLogs\kernel_log_errors_only.log,log,2024-01-25 16:45:00,2024-01-25 16:45:00,7MB,0.37
event_log_security_audit.evt,/var/log/eventlogs/security/event_log_security_audit.evt,evt,2024-02-12 20:00:00,2024-02-12 20:00:00,14MB,0.42
security_audit_log_weekly_report.txt,C:\Windows\Security\Audits\Reports\security_audit_log_weekly_report.txt,txt,2024-03-22 23:30:00,2024-03-22 23:30:00,20MB,0.62
firewall_log_daily_summary.txt,/var/log/firewall/summaries/firewall_log_daily_summary.txt,txt,2023-12-22 09:30:00,2023-12-22 09:30:00,25MB,0.57
intrusion_detection_log_alerts_v2.log,C:\ProgramData\IDS\Logs\Alerts/intrusion_detection_log_alerts_v2.log,log,2024-02-02 12:45:00,2024-02-02 12:45:00,35MB,0.52
monthly_report_november_2023.pdf,/home/user/Documents/Reports/Monthly/2023/November/monthly_report_november_2023.pdf,pdf,2023-11-18 14:30:00,2023-11-18 14:30:00,2.1MB,0.54
weekly_sales_data_week52_2023.csv,C:\Users\user\Documents\SalesData\Weekly/2023/Week52/weekly_sales_data_week52_2023.csv,csv,2023-12-29 10:30:00,2023-12-29 10:30:00,2.5MB,0.50
customer_database_backup_20240320.sql,/var/backups/DatabaseBackups/CustomerDB/customer_database_backup_20240320.sql,sql,2024-03-20 18:30:00,2024-03-20 18:30:00,80MB,0.98
employee_payroll_info_march_2024.xlsx,C:\Users\HR\Documents\Payroll/2024/March/employee_payroll_info_march_2024.xlsx,xlsx,2024-03-25 12:00:00,2024-03-25 12:00:00,4.5MB,0.95
company_financials_2023_annual.pdf,/home/user/Documents/Finance/FinancialReports/2023/company_financials_2023_annual.pdf,pdf,2024-01-22 16:15:00,2024-01-22 16:15:00,3.2MB,0.96
top_secret_project_docs_v3.zip,C:\security\TopSecretProjects/Version3/top_secret_project_docs_v3.zip,zip,2024-02-05 09:45:00,2024-02-05 09:45:00,100MB,0.99
confidential_meeting_minutes_20240323.docx,/Users/user/Meetings/ConfidentialMeetings/2024/March23/confidential_meeting_minutes_20240323.docx,docx,2024-03-23 18:00:00,2024-03-23 18:00:00,1.4MB,0.94
hr_employee_data_january_2024.csv,/home/user/HR/EmployeeData/2024/January/hr_employee_data_january_2024.csv,csv,2024-01-15 12:30:00,2024-01-15 12:30:00,5MB,0.97
legal_documents_archive_2022_complete.zip,C:\legal\archive\2022/CompleteArchive/legal_documents_archive_2022_complete.zip,zip,2024-02-20 20:15:00,2024-02-20 20:15:00,200MB,0.99
client_sensitive_info_list_v2.txt,/Users/user/Clients/SensitiveData/Lists/client_sensitive_info_list_v2.txt,txt,2023-12-12 14:45:00,2023-12-12 14:45:00,300KB,0.95
patient_records_2023_full_backup.db,/home/user/Healthcare/PatientRecords/Backups/2023/patient_records_2023_full_backup.db,db,2024-03-01 11:00:00,2024-03-01 11:00:00,90MB,0.98
student_grades_report_spring_2024.xlsx,C:\Users\Education\Grades/2024/Spring/student_grades_report_spring_2024.xlsx,xlsx,2024-03-28 16:30:00,2024-03-28 16:30:00,4MB,0.93
secret_project_codename_gamma_docs.docx,/Users/user/Projects/SecretProjects/CodenameGamma/secret_project_codename_gamma_docs.docx,docx,2024-01-29 12:15:00,2024-01-29 12:15:00,2.5MB,0.95
internal_memo_confidential_v3.pdf,/home/user/Documents/InternalMemos/Confidential/Version3/internal_memo_confidential_v3.pdf,pdf,2024-02-15 09:30:00,2024-02-15 09:30:00,1.3MB,0.92
financial_projections_fy25_v1.xlsx,C:\Users\FinanceDept\Projections/FY25/Version1/financial_projections_fy25_v1.xlsx,xlsx,2024-03-30 16:00:00,2024-03-30 16:00:00,5MB,0.98
marketing_campaign_analysis_q4_2023.csv,/Users/user/Marketing/CampaignResults/Q4_2023/marketing_campaign_analysis_q4_2023.csv,csv,2023-12-25 13:15:00,2023-12-25 13:15:00,3.5MB,0.57
sales_pipeline_forecast_q1_2024.pdf,C:\Users\Sales\Reports/Q1_2024/sales_pipeline_forecast_q1_2024.pdf,pdf,2024-01-08 19:30:00,2024-01-08 19:30:00,1.7MB,0.52
product_development_plan_2024_roadmap.pptx,/home/user/ProductDev/Roadmaps/2024/product_development_plan_2024_roadmap.pptx,pptx,2024-03-03 11:45:00,2024-03-03 11:45:00,4.5MB,0.47
customer_feedback_report_2023_annual.xlsx,C:\Users\CustomerService\Feedback/2023/Annual/customer_feedback_report_2023_annual.xlsx,xlsx,2023-12-31 17:00:00,2023-12-31 17:00:00,3MB,0.42
website_traffic_report_january_2024.pdf,/Users/user/WebAnalytics/Reports/2024/January/website_traffic_report_january_2024.pdf,pdf,2024-01-11 10:00:00,2024-01-11 10:00:00,1.9MB,0.37
social_media_metrics_february_2024.csv,C:\Users\MarketingTeam\SocialMedia/Metrics/2024/February/social_media_metrics_february_2024.csv,csv,2024-02-10 14:30:00,2024-02-10 14:30:00,2.5MB,0.32
competitor_analysis_report_2024_q1.docx,/home/user/MarketResearch/CompetitorAnalysis/2024/Q1/competitor_analysis_report_2024_q1.docx,docx,2024-03-28 18:15:00,2024-03-28 18:15:00,1.6MB,0.40
market_trends_analysis_2024_h1.pdf,C:\Users\MarketResearch\Trends/2024/H1/market_trends_analysis_2024_h1.pdf,pdf,2024-01-19 10:45:00,2024-01-19 10:45:00,1.8MB,0.34
industry_news_digest_march_2024.txt,/Users/user/News/IndustryNews/Digests/2024/March/industry_news_digest_march_2024.txt,txt,2024-03-15 13:00:00,2024-03-15 13:00:00,150KB,0.27
daily_briefing_summary_20240329.docx,C:\Users\ExecutiveOffice\Briefings/Daily/2024/March29/daily_briefing_summary_20240329.docx,docx,2024-03-29 08:30:00,2024-03-29 08:30:00,1000KB,0.45
weekly_update_email_summary_week12.msg,/Users/user/Emails/WeeklyUpdates/Summaries/Week12/weekly_update_email_summary_week12.msg,msg,2024-03-24 15:30:00,2024-03-24 15:30:00,350KB,0.33
meeting_agenda_next_month_team_meeting.docx,C:\Users\TeamLeads\Agendas/NextMonth/TeamMeeting/meeting_agenda_next_month_team_meeting.docx,docx,2024-03-26 12:00:00,2024-03-26 12:00:00,650KB,0.38
project_status_update_march_end.pdf,/home/user/Projects/StatusReports/MarchEnd/project_status_update_march_end.pdf,pdf,2024-03-31 20:00:00,2024-03-31 20:00:00,1.4MB,0.43
task_list_project_gamma_v2.txt,C:\Users\ProjectManagers\TaskList/ProjectGamma/Version2/task_list_project_gamma_v2.txt,txt,2024-03-21 15:15:00,2024-03-21 15:15:00,75KB,0.35
action_items_meeting_summary_20240327.docx,/Users/user/Meetings/ActionItems/Summaries/2024/March27/action_items_meeting_summary_20240327.docx,docx,2024-03-27 10:30:00,2024-03-27 10:30:00,850KB,0.41
bug_report_v1_2_critical_bugs.txt,C:\Users\QA_Team\BugReports/Critical/Version1.2/bug_report_v1_2_critical_bugs.txt,txt,2024-03-29 17:45:00,2024-03-29 17:45:00,100KB,0.31
test_cases_suite_v3_regression.xlsx,/home/user/QA/TestCases/Regression/Version3/test_cases_suite_v3_regression.xlsx,xlsx,2024-03-23 13:00:00,2024-03-23 13:00:00,1.7MB,0.36
release_notes_v2_2_minor_updates.txt,C:\Users\DevTeam\ReleaseNotes/Version2.2/MinorUpdates/release_notes_v2_2_minor_updates.txt,txt,2024-03-25 10:15:00,2024-03-25 10:15:00,110KB,0.28
code_documentation_api_v2.docx,/home/user/DevDocs/APIDocs/Version2/code_documentation_api_v2.docx,docx,2024-03-27 15:30:00,2024-03-27 15:30:00,1.3MB,0.33
api_specifications_v3_latest.pdf,C:\Users\Developers\APISpecs/Version3/Latest/api_specifications_v3_latest.pdf,pdf,2024-03-29 11:30:00,2024-03-29 11:30:00,1.5MB,0.38
system_architecture_design_v2.vsd,/home/user/SystemDesign/Architecture/Version2/system_architecture_design_v2.vsd,vsd,2024-03-31 19:00:00,2024-03-31 19:00:00,2.5MB,0.43
network_diagram_v3_updated.png,C:\Users\IT_Department\NetworkDiagrams/Updated/Version3/network_diagram_v3_updated.png,png,2024-03-22 14:30:00,2024-03-22 14:30:00,700KB,0.35
server_inventory_list_detailed.csv,/home/user/IT_Assets/ServerInventory/DetailedList/server_inventory_list_detailed.csv,csv,2024-03-24 09:45:00,2024-03-24 09:45:00,2.2MB,0.48
software_licenses_2024_renewal.xlsx,C:\Users\LicenseAdmin\SoftwareLicenses/2024/Renewal/software_licenses_2024_renewal.xlsx,xlsx,2024-03-26 17:15:00,2024-03-26 17:15:00,3.5MB,0.53
vendor_contracts_2024_updated_terms.pdf,/home/user/Legal/Contracts/2024/UpdatedTerms/vendor_contracts_2024_updated_terms.pdf,pdf,2024-03-28 12:30:00,2024-03-28 12:30:00,1.9MB,0.58
supplier_agreements_current_v2.docx,C:\Users\Procurement\Agreements/Current/Version2/supplier_agreements_current_v2.docx,docx,2024-03-30 19:45:00,2024-03-30 19:45:00,1.4MB,0.55
purchase_orders_march_2024_final.xlsx,/home/user/Finance/PurchaseOrders/2024/March/Final/purchase_orders_march_2024_final.xlsx,xlsx,2024-03-21 11:00:00,2024-03-21 11:00:00,3.5MB,0.51
invoices_received_february_2024.pdf,C:\Users\AccountsPayable\Invoices/2024/February/invoices_received_february_2024.pdf,pdf,2024-03-23 16:15:00,2024-03-23 16:15:00,2MB,0.48
expense_reports_q1_2024_summary.xlsx,/home/user/Finance/ExpenseReports/Q1_2024/Summary/expense_reports_q1_2024_summary.xlsx,xlsx,2024-03-25 11:30:00,2024-03-25 11:30:00,2.5MB,0.45
travel_policy_document_2024_v3.pdf,C:\Users\HR_Policies\TravelPolicy/2024/Version3/travel_policy_document_2024_v3.pdf,pdf,2024-03-27 18:30:00,2024-03-27 18:30:00,1.7MB,0.41
employee_handbook_2024_updated.docx,/home/user/HR/EmployeeHandbook/2024/Updated/employee_handbook_2024_updated.docx,docx,2024-03-29 13:45:00,2024-03-29 13:45:00,2.5MB,0.38
aadhaar_card_color_scan.jpg,C:\Users\Public\Pictures\aadhaar_card_color_scan.jpg,jpg,2024-01-16 11:00:00,2024-01-16 11:00:00,300KB,0.87
bhavna_adhaar_card.jpeg,/Users/Shared/Images/bhavna_adhaar_card.jpeg,jpeg,2023-12-21 15:30:00,2023-12-21 15:30:00,280KB,0.83
my_passport_india_original.docx,/home/user/Documents/IDs_Gov/my_passport_india_original.docx,docx,2024-02-02 10:15:00,2024-02-02 10:15:00,900KB,0.79
voter_id_card_2024_front.pdf,C:\Users\user\Desktop\ID_Scans\voter_id_card_2024_front.pdf,pdf,2023-11-29 19:00:00,2023-11-29 19:00:00,600KB,0.85
driving_licence_india_back_side.jpeg,/Users/user/Documents/Licenses_Copies/driving_licence_india_back_side.jpeg,jpeg,2024-03-06 09:45:00,2024-03-06 09:45:00,310KB,0.80
birth_certifcate_scan_copy.docx,/home/user/Documents/Birth_Certificates/birth_certifcate_scan_copy.docx,docx,2024-01-23 14:00:00,2024-01-23 14:00:00,950KB,0.76
marriage_certificate_2023_scan.pdf,C:\Users\user\Documents\Family_Docs/marriage_certificate_2023_scan.pdf,pdf,2023-12-11 20:30:00,2023-12-11 20:30:00,630KB,0.78
property_deed_house_plot.pdf,/Users/Shared/Property_Docs/property_deed_house_plot.pdf,pdf,2024-02-16 12:30:00,2024-02-16 12:30:00,1100KB,0.84
investment_portfolio_yearly_summary.xlsx,C:\Users\user\Documents\Investments_Data/investment_portfolio_yearly_summary.xlsx,xlsx,2024-03-11 16:45:00,2024-03-11 16:45:00,2.7MB,0.89
tax_form_2023_w2_employee_copy.pdf,/home/user/Documents/Tax_Documents/tax_form_2023_w2_employee_copy.pdf,pdf,2024-01-06 08:00:00,2024-01-06 08:00:00,1.8MB,0.92
tax_form_1099_misc_freelancer.pdf,C:\Users\user\Documents\Tax/1099_Forms/tax_form_1099_misc_freelancer.pdf,pdf,2023-12-26 11:15:00,2023-12-26 11:15:00,1.5MB,0.90
invoice_number_2024002.pdf,/Users/user/Documents/Invoices_2024/invoice_number_2024002.pdf,pdf,2024-02-21 19:30:00,2024-02-21 19:30:00,780KB,0.69
receipt_online_grocery_order.jpeg,C:\Users\user\Downloads\Online_Receipts/receipt_online_grocery_order.jpeg,jpeg,2024-03-16 21:00:00,2024-03-16 21:00:00,250KB,0.19
monthly_budget_january_2024.xlsx,/home/user/Documents/Finance_Budgets/monthly_budget_january_2024.xlsx,xlsx,2024-01-02 14:30:00,2024-01-02 14:30:00,1.3MB,0.49
python_code_project_y_v1.py,C:\Users\user\Documents\Code_Projects/ProjectY/python_code_project_y_v1.py,py,2024-01-11 18:00:00,2024-01-11 18:00:00,75KB,0.42
javascript_library_functions.js,/Users/user/WebDev/JS_Libs/javascript_library_functions.js,js,2023-12-06 09:30:00,2023-12-06 09:30:00,55KB,0.39
csharp_helper_classes.dll,C:\Users\user\Documents\Dev_Libs/CSharp_Libs/csharp_helper_classes.dll,dll,2024-02-26 20:30:00,2024-02-26 20:30:00,600KB,0.46
html_template_email_v3.html,/home/user/WebTemplates/Email_Templates/html_template_email_v3.html,html,2023-12-01 13:00:00,2023-12-01 13:00:00,40KB,0.32
css_main_stylesheet_version4.css,C:\Users\user\Documents\Web_Styles/CSS_Styles/css_main_stylesheet_version4.css,css,2024-03-21 16:15:00,2024-03-21 16:15:00,35KB,0.29
config_app_settings_version2.yml,/etc/app/Config_Files/config_app_settings_version2.yml,yml,2023-12-16 12:00:00,2023-12-16 12:00:00,18KB,0.56
database_schema_production_v4.sql,C:\backups\Production_DB_Backups/database_schema_production_v4.sql,sql,2024-01-02 19:00:00,2024-01-02 19:00:00,85MB,0.98
website_backup_images_version3.zip,/var/backups/Website_Backups/website_backup_images_version3.zip,zip,2023-11-26 23:00:00,2023-11-26 23:00:00,140MB,0.91
email_backup_archive_2024.pst,C:\Users\user\Outlook_Files_Backup/email_backup_archive_2024.pst,pst,2024-02-11 16:00:00,2024-02-11 16:00:00,320MB,0.81
browser_bookmarks_firefox.json,/Users/user/Library/Application_Support/Firefox/browser_bookmarks_firefox.json,json,2023-12-31 20:00:00,2023-12-31 20:00:00,32MB,0.71
chat_history_telegram_group.txt,/home/user/.purple/logs/Telegram_Chats/chat_history_telegram_group.txt,txt,2024-01-29 22:00:00,2024-01-29 22:00:00,22MB,0.65
contacts_work_export_vcard.vcf,C:\Users\user\Contacts_Backup/Work_Contacts/contacts_work_export_vcard.vcf,vcf,2023-11-21 14:00:00,2023-11-21 14:00:00,750KB,0.75
calendar_events_meeting_schedule_v2.ics,/Users/user/Calendar_Data/Meeting_Schedules/calendar_events_meeting_schedule_v2.ics,ics,2024-03-02 10:00:00,2024-03-02 10:00:00,280KB,0.61
notes_app_backup_data_v3.db,/home/user/.config/notesapp/Backups_Data/notes_app_backup_data_v3.db,db,2023-12-09 17:00:00,2023-12-09 17:00:00,17MB,0.69
project_proposal_final_version2.docx,C:\Users\user\Documents\Project_Proposals_Final/project_proposal_final_version2.docx,docx,2024-02-06 12:00:00,2024-02-06 12:00:00,800KB,0.48
meeting_minutes_january_2024_26.txt,/Users/user/Meetings_Data/2024_January/meeting_minutes_january_2024_26.txt,txt,2024-01-26 15:00:00,2024-01-26 15:00:00,45KB,0.41
presentation_deck_marketing_q2.pptx,/home/user/Presentations_Decks/Marketing_Decks/Q2_Decks/presentation_deck_marketing_q2.pptx,pptx,2024-03-26 18:30:00,2024-03-26 18:30:00,5.5MB,0.45
image_archive_vacation_pics.zip,C:\Users\user\Pictures_Archive/Vacation_Pics/image_archive_vacation_pics.zip,zip,2023-12-19 11:00:00,2023-12-19 11:00:00,220MB,0.36
video_collection_family_events_2023.mp4,/Users/user/Videos_Collection/Family_Videos/video_collection_family_events_2023.mp4,mp4,2024-03-01 13:45:00,2024-03-01 13:45:00,750MB,0.31
music_playlist_chill_mix_v2.mp3,/home/user/Music_Playlists/Chill_Mixes/music_playlist_chill_mix_v2.mp3,mp3,2024-01-13 20:15:00,2024-01-13 20:15:00,1100MB,0.25
